17.047,0.22240
17.052,0.05205
17.057,0.39274
17.062,-0.17508
17.067,0.10883
17.072,-0.45899
17.077,-0.11830
17.204,-0.34543
17.209,0.10883
17.214,-0.17508
17.219,-0.00473
17.224,0.33596
17.229,0.50631
17.234,-0.11830
17.239,0.16562
17.244,0.22240
17.249,-0.00473
17.377,0.27918
17.382,0.27918
17.387,0.16562
17.392,0.05205
17.397,0.27918
17.402,-0.51577
17.407,0.10883
17.412,0.22240
17.417,0.79022
17.422,0.10883
17.550,0.22240
17.555,0.22240
17.560,-0.06151
17.565,-0.28864
17.570,0.22240
17.575,0.22240
17.580,0.27918
17.585,0.39274
17.590,0.39274
17.595,0.27918
17.723,0.10883
17.728,0.22240
17.733,0.50631
17.738,0.27918
17.743,0.16562
17.748,-0.06151
17.753,0.16562
17.758,0.27918
17.763,0.05205
17.768,0.22240
17.773,-0.51577
17.901,0.16562
17.906,0.56309
17.911,-0.40221
17.916,0.22240
17.921,0.22240
17.926,0.05205
17.931,-0.40221
17.936,0.16562
17.941,0.27918
17.946,0.50631
18.074,-0.11830
18.079,0.05205
18.084,0.16562
18.089,-0.06151
18.094,0.22240
18.099,0.05205
18.104,0.16562
18.109,0.27918
18.114,-0.06151
18.119,-0.17508
18.247,0.33596
18.252,0.22240
18.257,0.16562
18.262,0.33596
18.267,0.16562
18.272,0.16562
18.277,0.27918
18.282,0.33596
18.287,0.39274
18.292,0.22240
18.297,0.22240
18.425,0.16562
18.430,0.22240
18.435,0.39274
18.440,-0.11830
18.445,0.27918
18.450,0.10883
18.455,0.61987
18.460,0.05205
18.465,0.05205
18.470,0.22240
18.598,0.73344
18.603,-0.28864
18.608,0.39274
18.613,0.22240
18.618,-0.23186
18.623,0.50631
18.628,-0.00473
18.633,0.56309
18.638,0.10883
18.643,0.50631
18.648,0.22240
18.776,-7.44322
18.781,-8.86278
18.786,-10.05521
18.791,-12.21293
18.796,-13.06467
18.801,-14.42744
18.806,-16.13091
18.811,-17.60726
18.816,-18.68612
18.944,-80.06782
18.949,-82.79338
18.954,-85.68927
18.959,-88.47161
18.964,-92.27603
18.969,-95.45584
18.974,-98.23817
18.979,-100.90694
18.984,-103.34858
19.111,-148.03628
19.116,-148.77445
19.121,-150.02366
19.126,-150.70505
19.131,-151.10252
19.136,-151.50000
19.141,-151.50000
19.146,-151.50000
19.274,-141.50631
19.279,-140.59779
19.284,-139.74606
19.289,-137.87224
19.294,-136.67981
19.299,-134.74921
19.304,-133.61356
19.309,-131.51262
19.436,-71.03943
19.441,-69.56309
19.446,-66.49685
19.451,-63.54416
19.456,-61.55678
19.461,-59.51262
19.466,-56.84385
19.471,-54.28864
19.476,-52.30126
19.604,-13.29180
19.609,-13.40536
19.614,-12.49685
19.619,-12.38328
19.624,-11.58833
19.629,-11.47476
19.634,-12.15615
19.639,-11.41798
19.644,-11.64511
19.772,-36.40221
19.777,-38.50315
19.782,-39.24132
19.787,-41.00158
19.792,-43.10252
19.797,-46.05521
19.802,-47.07729
19.807,-50.02997
19.812,-52.47161
19.939,-112.43375
19.944,-114.30757
19.949,-115.95426
19.954,-118.11199
19.959,-118.85016
19.964,-120.78076
19.969,-124.52839
19.974,-125.72082
20.102,-146.33281
20.107,-146.10568
20.112,-145.19716
20.117,-144.51577
20.122,-144.34543
20.127,-144.62934
20.132,-144.34543
20.137,-144.00473
20.142,-143.15300
20.270,-111.46845
20.275,-108.40221
20.280,-106.18770
20.285,-104.88170
20.290,-102.55363
20.295,-100.79338
20.300,-97.89748
20.305,-96.64826
20.432,-41.00158
20.437,-38.90063
20.442,-37.70820
20.447,-36.68612
20.452,-34.81230
20.457,-33.50631
20.462,-32.08675
20.467,-31.40536
20.472,-29.19085
20.600,-24.47792
20.605,-25.50000
20.610,-26.29495
20.615,-27.14669
20.620,-27.65773
20.625,-28.28233
20.630,-28.85016
20.635,-30.26972
20.640,-31.57571
20.767,-77.68297
20.772,-78.53470
20.777,-80.69243
20.782,-82.67981
20.787,-85.91640
20.792,-87.73344
20.797,-90.23186
20.802,-92.55994
20.807,-95.05836
20.934,-132.36435
20.939,-133.55678
20.944,-133.67035
20.949,-134.52208
20.954,-135.54416
20.959,-135.88486
20.964,-136.22555
20.969,-137.58833
21.097,-126.97003
21.102,-126.23186
21.107,-125.89117
21.112,-123.50631
21.117,-123.05205
21.122,-120.61041
21.127,-118.73659
21.132,-117.88486
21.259,-70.24448
21.264,-68.48423
21.269,-67.00789
21.274,-63.48738
21.279,-62.63565
21.284,-60.64826
21.289,-59.22871
21.294,-57.52524
21.299,-54.45899
21.427,-29.19085
21.432,-29.19085
21.437,-28.73659
21.442,-28.22555
21.447,-28.85016
21.452,-29.07729
21.457,-29.98580
21.462,-29.41798
21.467,-30.38328
21.595,-57.35489
21.600,-58.54732
21.605,-59.85331
21.610,-61.61356
21.615,-63.77129
21.620,-65.75868
21.625,-67.29180
21.630,-69.61987
21.635,-70.98265
21.762,-114.64826
21.767,-116.06782
21.772,-117.48738
21.777,-118.45268
21.782,-119.70189
21.787,-120.55363
21.792,-122.08675
21.797,-123.27918
21.925,-130.43375
21.930,-129.86593
21.935,-129.07098
21.940,-127.87855
21.945,-126.68612
21.950,-126.00473
21.955,-126.06151
21.960,-125.43691
21.965,-124.52839
22.093,-87.27918
22.098,-86.31388
22.103,-84.38328
22.108,-82.39590
22.113,-80.35174
22.118,-78.93218
22.123,-78.42114
22.128,-76.66088
22.133,-73.53785
22.260,-39.75237
22.265,-39.75237
22.270,-38.78707
22.275,-38.21924
22.280,-38.55994
22.285,-38.33281
22.290,-38.04890
22.295,-37.31073
22.423,-48.83754
22.428,-50.25710
22.433,-51.50631
22.438,-52.07413
22.443,-53.43691
22.448,-54.00473
22.453,-56.10568
22.458,-57.41167
22.463,-58.83123
22.590,-99.71451
22.595,-101.19085
22.600,-102.38328
22.605,-103.29180
22.610,-105.16562
22.615,-106.92587
22.620,-107.03943
22.625,-108.51577
22.630,-110.21924
22.757,-125.66404
22.762,-125.20978
22.767,-125.20978
22.772,-125.20978
22.777,-125.43691
22.782,-125.15300
22.787,-125.03943
22.792,-123.44953
22.920,-100.73659
